round_id,crashed_at,total_bank_usd,users_count,start_at,profit_loss
6973194,8.74,405.41,48,2025-09-03T20:18:29.710700+00:00,-368.5045
6973195,2.08,62.57,40,2025-09-03T20:19:10.089200+00:00,2.0798
6973196,1.22,56.98,29,2025-09-03T20:19:32.484300+00:00,37.6661
6973197,61.6,94.43,46,2025-09-03T20:19:48.133400+00:00,-74.1522
6973198,2.49,74.83,43,2025-09-03T20:20:53.097100+00:00,-17.1331
6973199,2.08,74.49,32,2025-09-03T20:21:17.722200+00:00,6.4226
6973200,7.69,75.57,36,2025-09-03T20:21:40.096200+00:00,-47.2088
6973201,1.29,95.83,41,2025-09-03T20:22:18.804000+00:00,67.7498
6973202,1.32,98.2,46,2025-09-03T20:22:35.223700+00:00,68.6283
6973203,1.0,70.3,38,2025-09-03T20:22:51.814600+00:00,70.3
6973204,1.1,51.53,28,2025-09-03T20:23:05.032100+00:00,41.2325
6973205,2.04,90.34,41,2025-09-03T20:23:19.348600+00:00,-13.6937
6973206,2.76,89.91,39,2025-09-03T20:23:41.427300+00:00,-37.4991
6973207,4.88,68.03,30,2025-09-03T20:24:07.238200+00:00,-55.9754
6973208,1.0,100.93,39,2025-09-03T20:24:40.246400+00:00,100.93
6973209,5.48,66.53,34,2025-09-03T20:24:53.445000+00:00,-53.4233
6973210,2.44,76.37,38,2025-09-03T20:25:27.960100+00:00,-11.0298
6973211,14.97,80.93,39,2025-09-03T20:25:52.313700+00:00,-67.3553
6973212,1.28,69.34,32,2025-09-03T20:26:39.437100+00:00,53.0893
6973213,5.46,102.74,45,2025-09-03T20:26:55.715900+00:00,-62.338
6973214,1.49,87.89,38,2025-09-03T20:27:30.256100+00:00,53.8975
6973215,5.32,63.75,32,2025-09-03T20:27:48.503000+00:00,-21.2636
6973216,1.13,106.18,45,2025-09-03T20:28:22.721200+00:00,91.2697
6973217,1.62,73.01,38,2025-09-03T20:28:37.385200+00:00,32.5641
6973218,8.9,85.79,42,2025-09-03T20:28:56.660400+00:00,-59.6861
6973219,2.06,100.84,40,2025-09-03T20:29:37.335400+00:00,-9.7066
6973220,1.39,96.05,44,2025-09-03T20:29:59.566900+00:00,42.8563
6973221,6.43,95.11,39,2025-09-03T20:30:16.884600+00:00,-54.1219
6973222,5.38,96.07,39,2025-09-03T20:30:53.359800+00:00,-96.7416
6973223,1.0,72.46,41,2025-09-03T20:31:27.588200+00:00,72.46
6973224,1.0,80.75,37,2025-09-03T20:31:40.841800+00:00,80.75
6973225,5.25,100.95,43,2025-09-03T20:31:54.043800+00:00,-101.7963
6973226,1.32,104.43,46,2025-09-03T20:32:27.954400+00:00,53.4864
6973227,1.22,107.93,40,2025-09-03T20:32:44.554200+00:00,73.027
6973228,4.12,109.62,46,2025-09-03T20:33:00.249900+00:00,-47.2051
6973229,1.27,73.05,34,2025-09-03T20:33:31.159700+00:00,53.9373
6973230,1.32,75.56,41,2025-09-03T20:33:47.290000+00:00,47.1732
6973231,4.22,92.35,39,2025-09-03T20:34:03.904500+00:00,-36.737
6973232,1.99,93.1,40,2025-09-03T20:34:35.120400+00:00,29.4665
6973233,2.04,107.45,45,2025-09-03T20:34:56.913700+00:00,13.3251
6973234,1.0,99.42,45,2025-09-03T20:35:18.974300+00:00,99.42
6973235,1.08,81.79,41,2025-09-03T20:35:32.198400+00:00,74.4372
6973236,60.86,103.15,44,2025-09-03T20:35:46.427100+00:00,-83.3924
6973237,5.81,72.45,43,2025-09-03T20:36:51.245600+00:00,-64.8638
6973238,1.47,83.48,38,2025-09-03T20:37:26.518500+00:00,51.5542
6973239,1.04,97.57,39,2025-09-03T20:37:44.589100+00:00,97.57
6973240,1.16,97.93,35,2025-09-03T20:37:58.211400+00:00,73.7835
6973241,1.09,104.96,51,2025-09-03T20:38:13.301700+00:00,94.5047
6973242,1.04,74.87,34,2025-09-03T20:38:27.612300+00:00,73.4055
6973243,1.32,94.4,41,2025-09-03T20:38:41.196800+00:00,82.5799
6973244,3.74,103.23,41,2025-09-03T20:38:57.778500+00:00,-35.1444
6973245,29.55,113.35,48,2025-09-03T20:39:27.499100+00:00,-202.4977
6973246,7.72,102.6,44,2025-09-03T20:40:23.186000+00:00,-64.8744
6973247,9.71,72.23,38,2025-09-03T20:41:02.068600+00:00,-59.1419
6973248,2.53,94.75,43,2025-09-03T20:41:43.793900+00:00,-16.3866
6973249,1.0,118.14,47,2025-09-03T20:42:08.580100+00:00,118.14
6973250,1.58,85.63,37,2025-09-03T20:42:21.843800+00:00,45.9318
6973251,1.0,87.9,42,2025-09-03T20:42:40.775700+00:00,87.9
6973252,35.31,97.87,43,2025-09-03T20:42:53.988700+00:00,-315.7163
6973253,1.0,87.03,47,2025-09-03T20:43:51.906400+00:00,87.03
6973254,1.93,90.63,43,2025-09-03T20:44:05.171600+00:00,25.8793
6973255,1.0,114.81,45,2025-09-03T20:44:26.528100+00:00,114.81
6973256,1.0,110.84,40,2025-09-03T20:44:39.787000+00:00,110.84
6973257,7.93,80.42,29,2025-09-03T20:44:52.990600+00:00,-135.4307
6973258,2.08,140.2,45,2025-09-03T20:45:32.151600+00:00,43.5152
6973259,1.0,154.16,41,2025-09-03T20:45:54.523900+00:00,154.16
6973260,3.17,100.01,37,2025-09-03T20:46:07.731900+00:00,-7.6276
6973261,1.0,69.57,39,2025-09-03T20:46:35.358500+00:00,69.57
6973262,33.06,102.84,38,2025-09-03T20:46:48.555700+00:00,-277.7606
6973263,1.0,70.66,39,2025-09-03T20:47:45.716900+00:00,70.66
6973264,1.28,98.23,41,2025-09-03T20:47:58.955100+00:00,59.4517
6973265,1.36,92.14,45,2025-09-03T20:48:15.256700+00:00,65.4793
6973266,2.12,78.5,40,2025-09-03T20:48:32.284800+00:00,4.9017
6973267,1.53,84.28,38,2025-09-03T20:48:54.820600+00:00,12.699
6973268,4.93,98.42,40,2025-09-03T20:49:13.307900+00:00,-96.059
6973269,1.28,67.65,40,2025-09-03T20:49:46.464200+00:00,45.7681
6973270,1.39,65.12,30,2025-09-03T20:50:02.721900+00:00,25.8996
6973271,1.07,57.15,33,2025-09-03T20:50:20.007400+00:00,57.15
6973272,1.68,75.97,39,2025-09-03T20:50:34.061100+00:00,26.5533
6973273,40.97,106.9,49,2025-09-03T20:50:53.757700+00:00,-97.4071
6973274,1.06,64.0,32,2025-09-03T20:51:53.628200+00:00,59.2732
6973275,5.86,79.56,42,2025-09-03T20:52:07.548600+00:00,-58.4861
6973276,1.0,82.91,40,2025-09-03T20:52:42.957100+00:00,82.91
6973277,1.53,81.22,39,2025-09-03T20:52:56.202000+00:00,12.1718
6973278,1.98,83.14,39,2025-09-03T20:53:14.702800+00:00,30.8337
6973279,1.35,65.5,33,2025-09-03T20:53:36.518800+00:00,30.7881
6973280,1.26,94.93,45,2025-09-03T20:53:53.365300+00:00,61.8401
6973281,1.0,59.45,31,2025-09-03T20:54:09.473900+00:00,59.45
6973282,1.62,84.96,37,2025-09-03T20:54:22.635100+00:00,8.8625
6973283,1.56,79.92,44,2025-09-03T20:54:41.863500+00:00,31.4574
6973284,3.51,77.97,33,2025-09-03T20:55:00.653900+00:00,-47.5532
6973285,4.27,72.62,34,2025-09-03T20:55:29.624900+00:00,-63.0853
6973286,5.0,74.85,39,2025-09-03T20:56:00.995500+00:00,-73.3726
6973287,2.13,65.03,34,2025-09-03T20:56:34.313700+00:00,-25.0472
6973288,3.72,79.94,36,2025-09-03T20:56:56.984800+00:00,-50.4954
6973289,1.06,56.61,29,2025-09-03T20:57:26.692700+00:00,50.0652
6973290,1.12,75.55,36,2025-09-03T20:57:40.557200+00:00,73.977
6973291,1.0,109.95,48,2025-09-03T20:57:55.245700+00:00,109.95
6973292,3.78,69.75,27,2025-09-03T20:58:08.455600+00:00,-48.2232
6973293,1.0,82.0,38,2025-09-03T20:58:38.316800+00:00,82.0
6973294,1.31,85.4,37,2025-09-03T20:58:51.511300+00:00,57.4137
6973295,12.96,53.65,28,2025-09-03T20:59:08.067600+00:00,-45.4985
6973296,1.0,97.64,45,2025-09-03T20:59:53.389600+00:00,97.64
6973297,1.33,81.41,36,2025-09-03T21:00:06.654500+00:00,28.5155
6973298,1.19,88.41,43,2025-09-03T21:00:23.391600+00:00,71.2424
6973299,1.04,129.54,58,2025-09-03T21:00:38.826500+00:00,124.0759
6973300,1.06,245.08,77,2025-09-03T21:00:52.493900+00:00,242.3328
6973301,2.01,152.27,57,2025-09-03T21:01:06.532300+00:00,38.9032
6973302,1.72,173.17,64,2025-09-03T21:01:28.487000+00:00,94.4719
6973303,2.32,122.03,54,2025-09-03T21:01:48.605000+00:00,-72.2868
6973304,1.2,220.58,69,2025-09-03T21:02:12.381200+00:00,179.7632
6973305,13.63,207.15,63,2025-09-03T21:02:28.022800+00:00,-45.451
6973306,1.63,145.04,58,2025-09-03T21:03:13.952500+00:00,45.5981
6973307,1.26,131.38,65,2025-09-03T21:03:33.245500+00:00,82.0302
6973308,3.38,113.06,59,2025-09-03T21:03:49.460400+00:00,-48.3706
6973309,1.04,162.83,66,2025-09-03T21:04:17.895100+00:00,162.83
6973310,13.14,192.09,78,2025-09-03T21:04:31.723900+00:00,-193.8642
6973311,191.85,116.91,50,2025-09-03T21:05:17.203600+00:00,-119.0751
6973312,1.92,150.53,59,2025-09-03T21:06:36.416500+00:00,-21.2883
6973313,1.05,184.22,80,2025-09-03T21:06:57.780000+00:00,182.099
6973314,1.71,149.28,62,2025-09-03T21:07:11.678800+00:00,29.3219
6973315,1.0,171.21,72,2025-09-03T21:07:31.558900+00:00,171.21
6973316,4.34,120.32,56,2025-09-03T21:07:44.850200+00:00,-102.1662
6973317,1.23,145.37,67,2025-09-03T21:08:16.380100+00:00,109.1857
6973318,4.7,111.93,57,2025-09-03T21:08:32.285300+00:00,-74.0989
6973319,1.0,106.96,53,2025-09-03T21:09:04.864100+00:00,106.96
6973320,1.0,179.63,70,2025-09-03T21:09:18.158400+00:00,179.63
6973321,1.02,154.54,64,2025-09-03T21:09:31.501600+00:00,149.389
6973322,5.49,182.71,73,2025-09-03T21:09:45.073100+00:00,-121.1495
6973323,2.72,132.04,60,2025-09-03T21:10:19.603900+00:00,-80.5769
6973324,1.01,132.27,60,2025-09-03T21:10:45.284800+00:00,131.9973
6973325,2.59,114.37,59,2025-09-03T21:10:58.695600+00:00,-47.1021
6973326,1.0,155.55,63,2025-09-03T21:11:23.798200+00:00,155.55
6973327,1.0,126.31,64,2025-09-03T21:11:37.079500+00:00,126.31
6973328,1.96,140.38,55,2025-09-03T21:11:50.425800+00:00,34.4531
6973329,5.1,151.48,71,2025-09-03T21:12:12.080600+00:00,-148.3717
6973330,27.33,168.52,64,2025-09-03T21:12:45.705800+00:00,-159.3434
6973331,48.04,136.12,62,2025-09-03T21:13:40.487300+00:00,-100.8659
6973332,1.05,122.84,54,2025-09-03T21:14:42.319100+00:00,118.3758
6973333,2.13,136.9,64,2025-09-03T21:14:56.143400+00:00,-59.387
6973334,1.07,121.72,56,2025-09-03T21:15:18.855000+00:00,121.72
6973335,2.59,119.87,58,2025-09-03T21:15:32.966700+00:00,-73.7633
6973336,8.25,151.87,64,2025-09-03T21:15:58.036600+00:00,-159.9119
6973337,1.05,142.46,61,2025-09-03T21:16:37.665300+00:00,138.7331
6973338,1.19,134.86,68,2025-09-03T21:16:51.502200+00:00,99.4013
6973339,1.0,126.41,57,2025-09-03T21:17:06.977200+00:00,126.41
6973340,1.79,154.75,67,2025-09-03T21:17:20.244800+00:00,45.4961
6973341,1.75,156.76,73,2025-09-03T21:17:40.769800+00:00,45.6089
6973342,1.57,88.91,42,2025-09-03T21:18:00.963900+00:00,33.2883
6973343,1.0,117.87,59,2025-09-03T21:18:19.776000+00:00,117.87
6973344,1.55,132.07,58,2025-09-03T21:18:33.094900+00:00,39.7737
6973345,5.94,137.29,62,2025-09-03T21:18:51.773600+00:00,-92.9798
6973346,4.5,104.12,58,2025-09-03T21:19:27.380600+00:00,-100.9559
6973347,2.28,163.75,73,2025-09-03T21:19:59.380100+00:00,-48.4206
6973348,10.95,151.74,60,2025-09-03T21:20:22.816600+00:00,-128.8017
6973349,1.04,140.47,65,2025-09-03T21:21:06.043700+00:00,140.47
6973350,3.23,157.55,67,2025-09-03T21:21:19.766900+00:00,-83.2483
6973351,1.86,128.39,54,2025-09-03T21:21:47.698300+00:00,22.4193
6973352,1.4,107.03,54,2025-09-03T21:22:08.641500+00:00,77.5592
6973353,3.27,126.49,56,2025-09-03T21:22:26.038500+00:00,-31.2617
6973354,33.62,138.04,62,2025-09-03T21:22:54.119600+00:00,-128.9725
6973355,2.15,140.27,67,2025-09-03T21:23:51.431700+00:00,-38.7653
6973356,1.57,125.08,54,2025-09-03T21:24:14.110000+00:00,45.3726
6973357,1.98,148.61,67,2025-09-03T21:24:32.918300+00:00,29.1836
6973358,1.09,130.53,58,2025-09-03T21:24:54.749400+00:00,130.53
6973359,3.05,153.94,67,2025-09-03T21:25:09.058800+00:00,-56.4149
6973360,30.52,126.33,54,2025-09-03T21:25:36.234000+00:00,-133.1106
6973361,1.16,152.77,58,2025-09-03T21:26:32.339800+00:00,130.9714
6973362,1.45,147.45,66,2025-09-03T21:26:47.575000+00:00,104.1469
6973363,6.47,117.19,58,2025-09-03T21:27:05.434900+00:00,-94.6421
6973364,1.0,171.69,65,2025-09-03T21:27:42.050500+00:00,171.69
6973365,2.81,159.91,70,2025-09-03T21:27:55.424300+00:00,-60.1038
6973366,2.01,126.37,61,2025-09-03T21:28:21.543400+00:00,-7.2167
6973367,1.01,151.14,66,2025-09-03T21:28:43.504300+00:00,151.14
6973368,1.0,166.45,62,2025-09-03T21:28:56.921400+00:00,166.45
6973369,1.0,146.1,58,2025-09-03T21:29:10.196700+00:00,146.1
6973370,2.23,151.22,63,2025-09-03T21:29:23.477100+00:00,8.1379
6973371,3.18,146.94,59,2025-09-03T21:29:46.795500+00:00,-53.226
6973372,4.23,148.26,66,2025-09-03T21:30:14.425500+00:00,-116.5369
6973373,1.43,167.0,75,2025-09-03T21:30:45.651500+00:00,92.0958
6973374,1.05,129.19,57,2025-09-03T21:31:03.457500+00:00,125.2106
6973375,3.73,134.88,54,2025-09-03T21:31:17.341800+00:00,-71.1175
6973376,1.6,166.74,64,2025-09-03T21:31:47.059400+00:00,53.9955
6973377,2.45,124.74,52,2025-09-03T21:32:06.242500+00:00,-12.2899
6973378,6.19,157.94,70,2025-09-03T21:32:30.565700+00:00,-138.8093
6973379,2.05,170.06,71,2025-09-03T21:33:06.608100+00:00,-59.7789
6973380,18.58,121.08,55,2025-09-03T21:33:28.710200+00:00,-176.0318
6973381,2.31,114.7,51,2025-09-03T21:34:18.576200+00:00,-38.7661
6973382,6.21,132.3,57,2025-09-03T21:34:42.311800+00:00,-86.0453
6973383,1.08,162.07,67,2025-09-03T21:35:18.484200+00:00,161.3832
6973384,4.72,177.42,71,2025-09-03T21:35:32.907500+00:00,-125.9077
6973385,1.0,142.93,63,2025-09-03T21:36:05.634600+00:00,142.93
6973386,1.44,135.51,65,2025-09-03T21:36:18.926100+00:00,98.2024
6973387,6.43,130.5,59,2025-09-03T21:36:36.801900+00:00,-125.3488
6973388,1.85,128.9,57,2025-09-03T21:37:13.283700+00:00,18.7193
6973389,5.83,124.66,56,2025-09-03T21:37:34.222000+00:00,-118.8238
6973390,1.05,117.71,55,2025-09-03T21:38:09.486400+00:00,113.6296
6973391,1.13,171.03,72,2025-09-03T21:38:23.339700+00:00,144.8791
6973392,2.56,154.75,65,2025-09-03T21:38:38.135100+00:00,-16.0832
6973393,2.19,183.99,74,2025-09-03T21:39:03.094300+00:00,-27.8222
6973394,1.57,144.82,67,2025-09-03T21:39:26.089800+00:00,63.2481
6973395,2.29,156.1,58,2025-09-03T21:39:44.992400+00:00,-41.7034
6973396,1.33,129.02,52,2025-09-03T21:40:08.582400+00:00,72.8629
6973397,6.49,159.11,65,2025-09-03T21:40:25.333500+00:00,-135.8977
6973398,2.4,140.34,58,2025-09-03T21:41:01.942500+00:00,-25.6853
6973399,54.16,129.68,57,2025-09-03T21:41:26.147500+00:00,-149.6645
6973400,1.88,177.0,73,2025-09-03T21:42:29.474900+00:00,50.9408
6973401,1.0,143.94,64,2025-09-03T21:42:50.569500+00:00,143.94
6973402,1.31,133.4,58,2025-09-03T21:43:03.881800+00:00,87.0488
6973403,1.72,190.66,76,2025-09-03T21:43:20.519300+00:00,73.1206
6973404,1.95,135.57,60,2025-09-03T21:43:40.599500+00:00,39.4794
6973405,2.59,160.41,66,2025-09-03T21:44:02.166600+00:00,-71.6944
6973406,2.59,152.97,64,2025-09-03T21:44:27.252100+00:00,-50.7536
6973407,1.09,156.22,66,2025-09-03T21:44:52.357900+00:00,153.8965
6973408,1.0,112.05,54,2025-09-03T21:45:06.660400+00:00,112.05
6973409,1.77,166.42,60,2025-09-03T21:45:19.981000+00:00,55.9738
6973410,1.23,167.2,72,2025-09-03T21:45:40.289300+00:00,122.8008
6973411,1.48,164.75,64,2025-09-03T21:45:56.186500+00:00,87.5795
6973412,1.18,144.65,60,2025-09-03T21:46:14.330100+00:00,139.0214
6973413,1.66,181.85,68,2025-09-03T21:46:29.684700+00:00,52.0206
6973414,1.19,123.56,55,2025-09-03T21:46:49.273600+00:00,114.2677
6973415,2.17,101.69,54,2025-09-03T21:47:04.702900+00:00,-36.9495
6973416,3.55,128.34,60,2025-09-03T21:47:27.531100+00:00,-113.5602
6973417,1.02,184.3,59,2025-09-03T21:47:56.644000+00:00,184.3
6973418,3.06,162.18,67,2025-09-03T21:48:10.168900+00:00,-88.5828
6973419,3.18,160.12,71,2025-09-03T21:48:37.345000+00:00,-88.4434
6973420,21.54,143.4,66,2025-09-03T21:49:04.967800+00:00,-138.7476
6973421,12.45,126.13,64,2025-09-03T21:49:56.749800+00:00,-106.9604
6973422,1.34,146.32,70,2025-09-03T21:50:41.648000+00:00,89.8831
6973423,1.0,123.48,55,2025-09-03T21:50:58.594600+00:00,123.48
6973424,1.12,136.71,64,2025-09-03T21:51:11.872200+00:00,127.1139
6973425,4.01,164.72,59,2025-09-03T21:51:26.604100+00:00,-116.5818
6973426,1.93,164.3,65,2025-09-03T21:51:57.232100+00:00,50.0858
6973427,3.07,137.34,64,2025-09-03T21:52:18.617000+00:00,-47.8476
6973428,1.23,145.78,63,2025-09-03T21:52:45.784700+00:00,104.4257
6973429,5.33,69.92,42,2025-09-03T21:53:01.656100+00:00,-58.374
6973430,2.63,179.21,80,2025-09-03T21:53:35.865800+00:00,-79.7343
6973431,1.07,185.17,62,2025-09-03T21:54:01.106200+00:00,185.17
6973432,59.19,169.56,73,2025-09-03T21:54:15.254600+00:00,-148.2778
6973433,5.62,168.35,62,2025-09-03T21:55:19.775000+00:00,-184.6114
6973434,1.57,128.2,60,2025-09-03T21:55:54.607400+00:00,46.0495
6973435,1.48,135.98,53,2025-09-03T21:56:13.447800+00:00,85.7983
6973436,1.0,161.78,76,2025-09-03T21:56:31.587000+00:00,161.78
6973437,4.56,116.89,53,2025-09-03T21:56:44.954000+00:00,-71.2649
6973438,2.68,162.83,66,2025-09-03T21:57:17.215900+00:00,-55.6082
6973439,3.24,139.43,62,2025-09-03T21:57:42.756600+00:00,-75.1788
6973440,1.01,151.03,62,2025-09-03T21:58:10.672600+00:00,151.03
6973441,58.83,95.88,53,2025-09-03T21:58:24.080700+00:00,-97.3404
6973442,2.96,167.8,70,2025-09-03T21:59:28.457500+00:00,-90.7846
6973443,1.03,139.61,56,2025-09-03T21:59:55.188000+00:00,139.61
6973444,31.66,139.1,62,2025-09-03T22:00:08.829500+00:00,-144.3877
6973445,1.13,263.22,63,2025-09-03T22:01:05.394100+00:00,237.769
6973446,37.62,107.13,40,2025-09-03T22:01:20.106200+00:00,-92.532
6973447,1.35,292.18,54,2025-09-03T22:02:18.933500+00:00,90.1512
6973448,1.62,151.45,48,2025-09-03T22:02:35.819700+00:00,48.5333
6973449,13.53,251.92,58,2025-09-03T22:02:55.102600+00:00,-158.9078
6973450,1.0,171.19,56,2025-09-03T22:03:41.025000+00:00,171.19
6973451,8.26,229.54,62,2025-09-03T22:03:54.317600+00:00,-156.1017
6973452,4.22,197.55,46,2025-09-03T22:04:33.942600+00:00,-101.2286
6973453,3.25,212.29,50,2025-09-03T22:05:05.167000+00:00,28.6451
6973454,2.97,187.31,55,2025-09-03T22:05:33.091600+00:00,-46.7537
6973455,1.0,202.12,52,2025-09-03T22:05:59.950500+00:00,202.12
6973456,1.37,171.45,47,2025-09-03T22:06:13.202000+00:00,61.4301
6973457,2.73,227.45,61,2025-09-03T22:06:30.360300+00:00,-63.8795
6973458,1.4,155.51,53,2025-09-03T22:06:56.210600+00:00,71.9783
6973459,13.57,228.52,48,2025-09-03T22:07:13.592800+00:00,-267.2522
6973460,2.31,157.63,55,2025-09-03T22:07:59.504500+00:00,-3.362
6973461,1.18,327.46,54,2025-09-03T22:08:23.245700+00:00,220.9938
6973462,1.7,158.82,56,2025-09-03T22:08:38.523800+00:00,7.3599
6973463,5.1,249.26,60,2025-09-03T22:08:58.365900+00:00,-174.4724
6973464,47.2,228.05,50,2025-09-03T22:09:31.986100+00:00,-423.4133
6973465,1.1,199.15,52,2025-09-03T22:10:33.657900+00:00,195.146
6973466,1.48,219.28,63,2025-09-03T22:10:48.060300+00:00,96.8236
6973467,1.18,228.94,53,2025-09-03T22:11:06.148400+00:00,147.854
6973468,1.0,127.77,45,2025-09-03T22:11:21.464400+00:00,127.77
6973469,2.79,230.12,50,2025-09-03T22:11:34.672200+00:00,4.3864
6973470,1.6,222.38,58,2025-09-03T22:12:00.658100+00:00,41.0928
6973471,2.37,230.91,51,2025-09-03T22:12:19.804400+00:00,-31.3943
6973472,2.84,194.24,67,2025-09-03T22:12:43.824500+00:00,-75.2297
6973473,1.26,197.48,49,2025-09-03T22:13:10.115100+00:00,123.6401
6973474,3.39,188.57,54,2025-09-03T22:13:26.247200+00:00,-47.7998
6973475,1.0,221.52,59,2025-09-03T22:13:54.762900+00:00,221.52
6973476,1.49,137.82,48,2025-09-03T22:14:08.052100+00:00,76.6705
6973477,2.47,292.55,66,2025-09-03T22:14:26.309700+00:00,-39.2581
6973478,4.68,171.08,56,2025-09-03T22:14:50.806700+00:00,-125.6719
6973479,1.11,244.72,59,2025-09-03T22:15:23.402000+00:00,227.7695
6973480,4.18,163.91,50,2025-09-03T22:15:37.970200+00:00,-125.5031
6973481,1.03,202.23,41,2025-09-03T22:16:09.039100+00:00,196.2426
6973482,1.28,249.03,61,2025-09-03T22:16:22.680700+00:00,143.2029
6973483,1.49,214.18,52,2025-09-03T22:16:39.044700+00:00,125.3027
6973484,2.39,152.87,51,2025-09-03T22:16:57.319700+00:00,-5.8043
6973485,1.12,238.26,52,2025-09-03T22:17:21.375600+00:00,208.4665
6973486,1.36,206.54,52,2025-09-03T22:17:36.045800+00:00,104.1084
6973487,2.41,198.12,54,2025-09-03T22:17:53.082600+00:00,-38.9322
6973488,1.02,188.34,48,2025-09-03T22:18:17.276400+00:00,184.5121
6973489,9.24,252.55,60,2025-09-03T22:18:30.705300+00:00,-209.5709
6973490,1.0,159.69,44,2025-09-03T22:19:11.824800+00:00,159.69
6973491,1.38,179.63,50,2025-09-03T22:19:25.052000+00:00,83.5466
6973492,5.06,218.18,60,2025-09-03T22:19:42.217900+00:00,-133.8856
6973493,1.15,196.41,51,2025-09-03T22:20:15.682800+00:00,161.2695
6973494,2.18,170.84,57,2025-09-03T22:20:30.683000+00:00,-27.8321
6973495,5.46,247.39,59,2025-09-03T22:20:53.663900+00:00,-213.5898
6973496,1.0,165.26,45,2025-09-03T22:21:28.188800+00:00,165.26
6973497,1.19,200.57,59,2025-09-03T22:21:41.400300+00:00,137.6123
6973498,1.93,175.38,51,2025-09-03T22:21:56.854800+00:00,35.7193
6973499,1.93,227.72,53,2025-09-03T22:22:18.168400+00:00,25.726
6973500,2.9,208.9,50,2025-09-03T22:22:39.510300+00:00,-51.2219
6973501,1.0,203.34,54,2025-09-03T22:23:06.093900+00:00,203.34
6973502,1.0,185.98,55,2025-09-03T22:23:19.392800+00:00,185.98
6973503,1.18,250.25,52,2025-09-03T22:23:32.639300+00:00,185.533
6973504,8.72,178.89,53,2025-09-03T22:23:47.929500+00:00,-108.9706
6973505,1.2,234.79,55,2025-09-03T22:24:28.299600+00:00,118.0061
6973506,1.68,164.93,52,2025-09-03T22:24:43.775300+00:00,13.9573
6973507,1.65,224.67,54,2025-09-03T22:25:03.466800+00:00,28.0798
6973508,1.51,130.37,37,2025-09-03T22:25:22.858200+00:00,-0.3618
6973509,1.97,204.59,53,2025-09-03T22:25:41.187500+00:00,65.3976
6973510,5.76,205.67,49,2025-09-03T22:26:02.823600+00:00,-148.0511
6973511,16.7,224.78,56,2025-09-03T22:26:37.951000+00:00,-203.698
6973512,7.39,163.22,49,2025-09-03T22:27:26.418600+00:00,-150.4209
6973513,2.73,190.85,48,2025-09-03T22:28:04.686200+00:00,-12.4026
6973514,1.06,173.28,51,2025-09-03T22:28:30.507900+00:00,169.9167
6973515,2.46,142.21,44,2025-09-03T22:28:44.474000+00:00,-32.3246
6973516,2.67,158.35,43,2025-09-03T22:29:08.928900+00:00,-36.688
6973517,1.0,246.33,54,2025-09-03T22:29:34.457600+00:00,246.33
6973518,1.13,232.37,62,2025-09-03T22:29:47.736700+00:00,204.4284
6973519,1.43,229.63,60,2025-09-03T22:30:02.484900+00:00,101.4437
6973520,1.35,158.17,52,2025-09-03T22:30:20.121100+00:00,54.6536
6973521,1.16,198.8,51,2025-09-03T22:30:37.027800+00:00,173.8754
6973522,1.0,163.59,45,2025-09-03T22:30:52.160000+00:00,163.59
6973523,1.24,206.82,52,2025-09-03T22:31:05.401400+00:00,128.327
6973524,1.68,218.88,56,2025-09-03T22:31:21.248900+00:00,31.6168
6973525,1.0,220.69,58,2025-09-03T22:31:40.969100+00:00,220.69
6973526,1.98,223.88,56,2025-09-03T22:31:54.269100+00:00,87.8083
6973527,2.2,192.05,56,2025-09-03T22:32:16.061500+00:00,-4.443
6973528,1.02,130.21,43,2025-09-03T22:32:39.059400+00:00,121.524
6973529,1.97,165.88,46,2025-09-03T22:32:52.562900+00:00,12.7083
6973530,1.11,207.7,50,2025-09-03T22:33:14.188700+00:00,194.8545
6973531,1.12,219.56,51,2025-09-03T22:33:28.673400+00:00,200.2513
6973532,3.74,160.97,47,2025-09-03T22:33:43.379600+00:00,-143.1757
6973533,1.0,182.35,38,2025-09-03T22:34:13.098400+00:00,182.35
6973534,2.3,196.18,61,2025-09-03T22:34:26.352600+00:00,-40.4962
6973535,1.48,188.25,49,2025-09-03T22:34:49.964400+00:00,93.5893
6973536,3.24,149.21,45,2025-09-03T22:35:08.055100+00:00,-28.3199
6973537,1.03,175.88,55,2025-09-03T22:35:35.989000+00:00,172.9207
6973538,1.51,183.35,53,2025-09-03T22:35:49.689700+00:00,1.8165
6973539,1.76,176.72,54,2025-09-03T22:36:08.045600+00:00,24.5225
6973540,8.71,180.71,47,2025-09-03T22:36:28.349800+00:00,-120.7117
6973541,5.67,165.87,48,2025-09-03T22:37:08.713800+00:00,-167.8605
6973542,13.84,223.76,57,2025-09-03T22:37:43.687000+00:00,-146.0752
6973543,1.0,194.67,51,2025-09-03T22:38:29.901700+00:00,194.67
6973544,2.31,173.06,42,2025-09-03T22:38:43.172600+00:00,8.7266
6973545,1.25,145.01,46,2025-09-03T22:39:06.918000+00:00,103.8291
6973546,1.18,224.18,52,2025-09-03T22:39:22.925400+00:00,199.7993
6973547,1.26,189.56,50,2025-09-03T22:39:38.221900+00:00,119.7922
6973548,1.67,159.34,57,2025-09-03T22:39:54.382200+00:00,35.8932
6973549,1.38,185.88,53,2025-09-03T22:40:13.950700+00:00,134.1555
